brand,year,model,mileage,registration_time,price,warranty_time,city,link
威霆,2021款,2.0T 精英版 9座,9,2021,23.8,,大连,https://www.che168.com/dealer/211780/50796001.html#pvareaid=100334
奔驰R级,2017款,R 400 4MATIC 臻藏版,12.6,2017,23.8,,大连,https://www.che168.com/dealer/218413/50624165.html#pvareaid=100334
Macan,2017款, Macan 2.0T,8,2017,23.8,,大连,https://www.che168.com/dealer/460888/50988231.html#pvareaid=100334
奔驰R级,2017款,R 400 4MATIC 臻藏版,9.1,2017,23.8,,大连,https://www.che168.com/dealer/218413/51270826.html#pvareaid=100334
迈特威,2017款,2.0TSI 四驱尊享版 7座,17,2017,23.8,,大连,https://www.che168.com/dealer/218413/51358388.html#pvareaid=100334
奔驰R级,2017款,R 400 4MATIC 臻藏版,6.8,2017,23.8,,大连,https://www.che168.com/dealer/218413/51393251.html#pvareaid=100334
SAVANA,2013款,5.3L 1500运动版,9,2013,23.8,,大连,https://www.che168.com/dealer/238244/51543238.html#pvareaid=100334
奔驰GLE,2016款,GLE 320 4MATIC 动感型,12,2016,23.8,,大连,https://www.che168.com/dealer/598821/50102463.html#pvareaid=100334
福特E350,2015款,5.4L 星客特版,1,2016,23.8,,大连,https://www.che168.com/dealer/238244/51255020.html#pvareaid=100334
奥迪A4L,2024款,40 TFSI 豪华动感型,0.1,2024,23.8,"原厂质保期剩余33个月, ",大连,https://www.che168.com/dealer/559088/51264791.html#pvareaid=100334
Model,Y,2022款 长续航全轮驱动版,1.7,2023,23.6,"原厂质保期剩余34个月, ",大连,https://www.che168.com/dealer/490144/51436490.html#pvareaid=100334
捷豹XFL,2022款,XFL 2.0T P250 两驱精英运动版,2.78,2023,23.6,"原厂质保期剩余17个月, ",大连,https://www.che168.com/dealer/371510/51410964.html#pvareaid=100334
奥迪A6L,2020款,40 TFSI 豪华动感型,3.56,2020,23.6,,大连,https://www.che168.com/dealer/351179/51487524.html#pvareaid=100334
奥迪Q5L,2020款,45 TFSI 尊享时尚型,7,2020,23.6,,大连,https://www.che168.com/dealer/562007/50241308.html#pvareaid=100334
沃尔沃XC60,2022款,B5 四驱智逸豪华版,1.6,2022,23.6,原厂质保期剩余8个月,大连,https://www.che168.com/dealer/559088/51317678.html#pvareaid=100334
凯迪拉克XT5,2022款,2.0T 四驱豪华型（蜂鸟版）,0.77,2023,23.58,"原厂质保期剩余19个月, ",大连,https://www.che168.com/dealer/351179/50368431.html#pvareaid=100334
别克GL8,2021款,ES陆尊 653T 智慧豪华型,10,2021,23.58,,大连,https://www.che168.com/dealer/529098/49378779.html#pvareaid=100334
揽胜,2012款,3.6 TDV8,14,2012,23.58,,大连,https://www.che168.com/dealer/213752/50424942.html#pvareaid=100334
揽胜,2011款,5.0 NA V8 HSE,16,2012,23.58,,大连,https://www.che168.com/dealer/213752/50994382.html#pvareaid=100334
宝马X1,2023款,xDrive25Li M运动套装,0.3,2023,23.58,"原厂质保期剩余22个月, ",大连,https://www.che168.com/dealer/141917/51368422.html#pvareaid=100334
奥迪Q5L,2020款,40 TFSI 荣享进取型,2.8,2021,23.5,,大连,https://www.che168.com/dealer/367534/50296990.html#pvareaid=100334
奥迪A6L,2019款,40 TFSI 豪华动感型,5,2020,23.5,,大连,https://www.che168.com/dealer/340495/50253382.html#pvareaid=100334
宝马X3,2018款,xDrive28i M运动套装 国VI,6,2019,23.5,,大连,https://www.che168.com/dealer/460888/50771708.html#pvareaid=100334
宝马X5进口,2014款,xDrive35i 豪华型,11,2015,23.5,,大连,https://www.che168.com/dealer/194682/50325076.html#pvareaid=100334
探险者,2020款,EcoBoost 285 四驱钛金版 6座,3.71,2020,23.32,,大连,https://www.che168.com/dealer/351179/51529441.html#pvareaid=100334
捷豹XFL,2022款,XFL 2.0T P250 两驱精英运动版,2.3,2023,23.3,"原厂质保期剩余19个月, ",大连,https://www.che168.com/dealer/490144/51486542.html#pvareaid=100334
汉兰达,2022款,380T 四驱尊贵版 7座,0.27,2022,23.3,"原厂质保期剩余13个月, ",大连,https://www.che168.com/dealer/554323/50792205.html#pvareaid=100334
理想L7,2023款,Pro,5,2023,23.3,原厂质保期剩余46个月,大连,https://www.che168.com/dealer/561219/51398453.html#pvareaid=100334
传祺ES9,2024款,PHEV 143km 旅行者 Max,0.22,2024,23.25,"原厂质保期剩余55个月, ",大连,https://www.che168.com/dealer/559088/51113009.html#pvareaid=100334
汉兰达,2022款,双擎 2.5L 四驱尊贵版 7座,4,2021,23.2,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/562007/50241212.html#pvareaid=100334
捷豹XFL,2022款,XFL 2.0T P250 两驱精英运动版,2.19,2022,23.05,原厂质保期剩余7个月,大连,https://www.che168.com/dealer/559088/51502484.html#pvareaid=100334
奥迪Q7,2016款,45 TFSI 技术型,14,2016,23,,大连,https://www.che168.com/dealer/434232/51101324.html#pvareaid=100334
奥迪S8,2013款,S8 4.0TFSI quattro,11,2015,23,,大连,https://www.che168.com/dealer/254996/51124331.html#pvareaid=100334
宝马X3,2021款,xDrive28i M运动套装,3.17,2021,22.99,,大连,https://www.che168.com/dealer/559088/51504881.html#pvareaid=100334
奥迪A4L,2023款,40 TFSI quattro 豪华动感型,1.4,2023,22.98,"原厂质保期剩余26个月, ",大连,https://www.che168.com/dealer/194402/51227641.html#pvareaid=100334
凯迪拉克XT6,2020款,28T 六座四驱豪华型,6.5,2020,22.98,,大连,https://www.che168.com/dealer/313632/48784682.html#pvareaid=100334
揽胜极光,2022款,极光L 200PS R-Dynamic Standard 精英版,0.8,2023,22.98,"原厂质保期剩余29个月, ",大连,https://www.che168.com/dealer/279909/51301553.html#pvareaid=100334
英菲尼迪QX50,2022款,2.0T 四驱菁英版,0.03,2023,22.98,"原厂质保期剩余41个月, ",大连,https://www.che168.com/dealer/84063/50101166.html#pvareaid=100334
奥迪A4L,2024款,40 TFSI 时尚动感型,0.01,2024,22.98,"原厂质保期剩余31个月, ",大连,https://www.che168.com/dealer/119851/50641728.html#pvareaid=100334
奥迪A5,2021款,Coupe 40 TFSI 时尚动感型,1.5,2021,22.98,,大连,https://www.che168.com/dealer/119851/50935987.html#pvareaid=100334
雷克萨斯ES,2020款,260 卓越版,3.8,2020,22.98,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/252984/51244030.html#pvareaid=100334
途锐,2017款,3.0TSI 拓野型,8.9,2017,22.98,,大连,https://www.che168.com/dealer/460888/51282916.html#pvareaid=100334
Cayenne,2011款,Cayenne 3.0T,7,2013,22.98,,大连,https://www.che168.com/dealer/460888/51318938.html#pvareaid=100334
奥迪Q5L,2020款,改款 40 TFSI 荣享时尚型,4,2021,22.98,,大连,https://www.che168.com/dealer/460888/51433603.html#pvareaid=100334
宝马5系,2018款,530Li xDrive 豪华套装,8,2017,22.98,,大连,https://www.che168.com/dealer/76347/50382747.html#pvareaid=100334
别克GL8,2020款,ES陆尊 653T 尊享型,2.61,2020,22.9,,大连,https://www.che168.com/dealer/371510/51533027.html#pvareaid=100334
宝马5系,2019款,530Li 尊享型 M运动套装,9.5,2019,22.9,,大连,https://www.che168.com/dealer/417594/51051930.html#pvareaid=100334
奥迪A6L,2018款,30周年年型 30 FSI 风尚型,5.3,2018,22.8,,大连,https://www.che168.com/dealer/367534/50589753.html#pvareaid=100334
Model,Y,2024款 后轮驱动版,0.6,2024,22.8,"原厂质保期剩余42个月, ",大连,https://www.che168.com/dealer/526798/50215339.html#pvareaid=100334
揽境,2022款,380TSI 四驱豪华佳境版Pro 7座,1.13,2023,22.8,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/351179/51529181.html#pvareaid=100334
凯路威,2018款,2.0TSI 四驱舒适版 7座,10.2,2018,22.8,,大连,https://www.che168.com/dealer/218413/50388782.html#pvareaid=100334
宝马X5进口,2014款,xDrive35i 典雅型,13,2016,22.8,,大连,https://www.che168.com/dealer/559967/49592360.html#pvareaid=100334
兰德酷路泽,2005款,4.7L 自动VX-R豪华DVD版,10,2005,22.8,,大连,https://www.che168.com/dealer/313534/50160266.html#pvareaid=100334
普拉多(进口),2014款,中东版,9,2016,22.8,,大连,https://www.che168.com/dealer/202062/51173566.html#pvareaid=100334
揽境,2023款,改款 380TSI 四驱豪华佳境版Pro 7座,0.1,2024,22.8,"原厂质保期剩余32个月, ",大连,https://www.che168.com/dealer/559967/51485915.html#pvareaid=100334
途锐,2018款,3.0TSI 荣耀典藏版,15,2018,22.8,商家提供延长质保,大连,https://www.che168.com/dealer/254767/50513850.html#pvareaid=100334
宝马3系,2024款,320Li M运动套装,1.3,2023,22.8,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/141917/51191750.html#pvareaid=100334
奔驰E级,2017款,E 200 L 4MATIC,8.62,2017,22.78,,大连,https://www.che168.com/dealer/559088/50866694.html#pvareaid=100334
奔驰C级,2021款,C 260 L 运动星耀臻藏版,3.16,2021,22.7,,大连,https://www.che168.com/dealer/554323/51349314.html#pvareaid=100334
汉兰达,2022款,双擎 2.5L 四驱尊贵版 7座,0.29,2022,22.7,"原厂质保期剩余15个月, ",大连,https://www.che168.com/dealer/196029/51432705.html#pvareaid=100334
沃尔沃S90,2022款,B5 智逸豪华版,3.87,2021,22.6,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/371510/51151625.html#pvareaid=100334
艾力绅,2022款,2.0L e:HEV 至尊版,1.69,2022,22.6,"原厂质保期剩余12个月, ",大连,https://www.che168.com/dealer/351179/51437379.html#pvareaid=100334
皇冠陆放,2021款,2.5L HEV四驱尊贵版,4.47,2021,22.6,原厂质保期剩余14个月,大连,https://www.che168.com/dealer/351179/51510624.html#pvareaid=100334
奥德赛,2022款,2.0L e:HEV 锐·领享版,2.56,2022,22.6,原厂质保期剩余6个月,大连,https://www.che168.com/dealer/559088/51537109.html#pvareaid=100334
奔驰GLC,2020款,GLC 260 L 4MATIC 动感型,7,2020,22.5,,大连,https://www.che168.com/dealer/70189/51225916.html#pvareaid=100334
奥迪A8,2016款,A8L 45 TFSI quattro豪华型,16.5,2016,22.5,,大连,https://www.che168.com/dealer/63803/51095023.html#pvareaid=100334
发现运动版,2023款,249PS R-Dynamic SE 性能科技版,3.6,2023,22.5,"原厂质保期剩余18个月, ",大连,https://www.che168.com/dealer/434232/50707442.html#pvareaid=100334
宝马X6,2015款,xDrive35i 豪华型,12,2015,22.5,,大连,https://www.che168.com/dealer/340495/50218645.html#pvareaid=100334
奔驰E级,2016款,E 200 L 运动型,9,2017,22.5,,大连,https://www.che168.com/dealer/340495/51432013.html#pvareaid=100334
奔驰C级,2021款,C 260 L 运动星耀臻藏版,5,2021,22.5,,大连,https://www.che168.com/dealer/194682/50730250.html#pvareaid=100334
奔驰EQC,2022款,EQC 400 4MATIC,1.1,2023,22.3,"原厂质保期剩余20个月, ",大连,https://www.che168.com/dealer/554323/51388317.html#pvareaid=100334
沃尔沃XC60,2022款,B5 四驱智逸运动版,3.79,2022,22.3,原厂质保期剩余9个月,大连,https://www.che168.com/dealer/351179/51424414.html#pvareaid=100334
威霆,2018款,2.0T 商务版 国VI,11,2019,22.3,,大连,https://www.che168.com/dealer/519280/50893614.html#pvareaid=100334
奥迪Q5L,2020款,改款 40 TFSI 荣享进取型,2.6,2021,22.3,原厂质保期剩余2个月,大连,https://www.che168.com/dealer/559088/51503939.html#pvareaid=100334
奔驰GLC,2018款,GLC 300 4MATIC 动感型,9,2018,22.2,,大连,https://www.che168.com/dealer/484900/50294901.html#pvareaid=100334
Cayenne,2012款,3.6L 美规版,15,2015,22.1,,大连,https://www.che168.com/dealer/562007/50132348.html#pvareaid=100334
凯路威,2018款,2.0TSI 四驱豪华版 7座,8.39,2018,22.08,,大连,https://www.che168.com/dealer/559088/51169982.html#pvareaid=100334
奥迪A6L,2018款,30周年年型 45 TFSI quattro 运动型,6.18,2018,22.08,,大连,https://www.che168.com/dealer/559088/51565270.html#pvareaid=100334
途昂,2023款,380TSI 四驱豪华版,0.4,2023,22,"原厂质保期剩余22个月, ",大连,https://www.che168.com/dealer/490144/50956187.html#pvareaid=100334
别克GL8,2021款,ES陆尊 653T 尊享型,6,2021,22,,大连,https://www.che168.com/dealer/490144/50646954.html#pvareaid=100334
雷克萨斯ES,2020款,300h 卓越版 国V,4.6,2020,22,原厂质保期剩余20个月,大连,https://www.che168.com/dealer/611008/51567064.html#pvareaid=100334
宝马X5,M,2010款 X5 M,10,2010,22,,大连,https://www.che168.com/dealer/126692/50650459.html#pvareaid=100334
奔驰GL级,2010款,GL 550 4MATIC,12,2011,22,,大连,https://www.che168.com/dealer/126692/49881625.html#pvareaid=100334
雷克萨斯ES,2023款,200 卓越版,0.8,2024,21.98,"原厂质保期剩余44个月, ",大连,https://www.che168.com/dealer/313632/51541430.html#pvareaid=100334
奥迪A6L,2018款,30周年年型 30 FSI 风尚型,12,2018,21.98,,大连,https://www.che168.com/dealer/558794/49516980.html#pvareaid=100334
Model,Y,2023款 后轮驱动版,2,2023,21.98,"原厂质保期剩余37个月, ",大连,https://www.che168.com/dealer/372099/50313023.html#pvareaid=100334
奥迪A6L,2017款,45 TFSI quattro 运动型,9.3,2017,21.9,,大连,https://www.che168.com/dealer/63803/50959531.html#pvareaid=100334
途昂,2021款,380TSI 四驱尊崇豪华版,5,2021,21.9,原厂质保期剩余不到1个月,大连,https://www.che168.com/dealer/554323/51447299.html#pvareaid=100334
奔驰V级,2016款,V 260 L 尊贵加长版,7,2017,21.9,,大连,https://www.che168.com/dealer/279909/51485896.html#pvareaid=100334
凯雷德ESCALADE,2013款,6.2L ESV铂金版加长型,11,2015,21.9,,大连,https://www.che168.com/dealer/279909/50402883.html#pvareaid=100334
奥迪e-tron,2021款,50 quattro 臻选型,4.8,2022,21.9,原厂质保期剩余11个月,大连,https://www.che168.com/dealer/63803/51567487.html#pvareaid=100334
宝马X5进口,2014款,xDrive35i 典雅型,14,2015,21.9,,大连,https://www.che168.com/dealer/340495/50239063.html#pvareaid=100334
奥迪Q5L,2018款,45 TFSI 尊享时尚型 国VI,7,2019,21.9,,大连,https://www.che168.com/dealer/340495/51210039.html#pvareaid=100334
宝马5系,2018款,改款 530Li 领先型 M运动套装,8,2018,21.9,,大连,https://www.che168.com/dealer/340495/51216155.html#pvareaid=100334
奔驰E级,2018款,E 300 L 运动时尚型,5,2018,21.9,,大连,https://www.che168.com/dealer/561219/51557284.html#pvareaid=100334
普拉多(进口),2014款,2.7L 自动标准版,11,2017,21.9,,大连,https://www.che168.com/dealer/561219/51561975.html#pvareaid=100334
迈特威,2018款,2.0TSI 两驱豪华版 7座,12.14,2018,21.85,,大连,https://www.che168.com/dealer/559088/51327663.html#pvareaid=100334
奔驰GLC,2019款,GLC 300 L 4MATIC 动感型,5.02,2019,21.8,,大连,https://www.che168.com/dealer/70189/50795524.html#pvareaid=100334
宝马5系进口,2018款,525i M运动套装,8.81,2018,21.8,,大连,https://www.che168.com/dealer/313632/49874523.html#pvareaid=100334
Macan,2017款, Macan S 3.0T,11.9,2016,21.8,,大连,https://www.che168.com/dealer/281542/51317957.html#pvareaid=100334
奔驰R级,2017款,R 320 4MATIC 商务型臻藏版,9,2018,21.8,,大连,https://www.che168.com/dealer/523631/51447564.html#pvareaid=100334
奥迪S6,2013款,S6 4.0TFSI,12,2013,21.8,,大连,https://www.che168.com/dealer/342150/45206669.html#pvareaid=100334
威霆,2018款,2.0T 精英版 7座 国VI,11,2019,21.8,,大连,https://www.che168.com/dealer/238244/48724407.html#pvareaid=100334
福特E350,2014款,5.4L 自动,4,2016,21.8,,大连,https://www.che168.com/dealer/238244/50677534.html#pvareaid=100334
沃尔沃XC90,2017款,T6 智尊版 5座,9,2017,21.8,,大连,https://www.che168.com/dealer/211780/50522742.html#pvareaid=100334
SAVANA,2017款,G660 雅尊版,4,2017,21.8,,大连,https://www.che168.com/dealer/211780/50522853.html#pvareaid=100334
普拉多进口,2014款,2.7L 自动豪华版,11,2014,21.8,,大连,https://www.che168.com/dealer/211780/50891673.html#pvareaid=100334
福特F-150,2017款,3.5T 猛禽性能版,9,2018,21.8,,大连,https://www.che168.com/dealer/211780/51330382.html#pvareaid=100334
传祺M8,2021款,大师系列 390T 四座御尊版,1.7,2022,21.8,原厂质保期剩余9个月,大连,https://www.che168.com/dealer/552027/50496964.html#pvareaid=100334
别克GL8,2020款,ES陆尊 653T 舒适型,7.9,2020,21.8,,大连,https://www.che168.com/dealer/538930/49298332.html#pvareaid=100334
宝马3系,2022款,325Li xDrive M运动套装,4.18,2022,21.8,原厂质保期剩余9个月,大连,https://www.che168.com/dealer/141917/51412393.html#pvareaid=100334
依维柯B型房车,2019款,3.0T 柴油版,4,2019,21.8,,大连,https://www.che168.com/dealer/118242/51360048.html#pvareaid=100334
奔驰EQC,2022款,EQC 400 4MATIC,1.45,2023,21.7,"原厂质保期剩余23个月, ",大连,https://www.che168.com/dealer/554323/51350552.html#pvareaid=100334
奥迪Q3,2024款,45 TFSI quattro 时尚动感型上市版,0.5,2023,21.68,"原厂质保期剩余23个月, ",大连,https://www.che168.com/dealer/194402/51569880.html#pvareaid=100334
奔驰M级,2014款,ML 400 4MATIC豪华型,15.04,2014,21.68,,大连,https://www.che168.com/dealer/559088/50848080.html#pvareaid=100334
宝马5系,2018款,改款  530Li xDrive 豪华套装,8.13,2018,21.6,,大连,https://www.che168.com/dealer/559088/51169466.html#pvareaid=100334
Model,X,2016款 Model X 90D,17,2017,21.6,,大连,https://www.che168.com/dealer/562159/51257232.html#pvareaid=100334
奥迪A4L,2023款,40 TFSI 豪华动感型,0.7,2023,21.58,"原厂质保期剩余19个月, ",大连,https://www.che168.com/dealer/119851/50994782.html#pvareaid=100334
揽巡,2023款,380TSI 四驱R-Line巡游版,2.2,2023,21.58,"原厂质保期剩余19个月, ",大连,https://www.che168.com/dealer/597339/51057956.html#pvareaid=100334
奔驰EQB,2023款,EQB 350 4MATIC,1.63,2023,21.58,,大连,https://www.che168.com/dealer/559088/51496763.html#pvareaid=100334
宝马X3,2020款, xDrive28i M运动套装,6.8,2020,21.58,,大连,https://www.che168.com/dealer/141917/50881074.html#pvareaid=100334
航海家,2021款,2.0T 四驱尊雅版,1,2022,21.5,原厂质保期剩余30个月,大连,https://www.che168.com/dealer/490144/51485800.html#pvareaid=100334
宝马X3,2019款,xDrive28i 豪华套装,7,2019,21.5,,大连,https://www.che168.com/dealer/340495/49560628.html#pvareaid=100334
雷克萨斯LS,2006款,460L 尊贵版,30,2007,21.5,,大连,https://www.che168.com/dealer/342150/50978583.html#pvareaid=100334
沃尔沃XC60,2022款,B5 四驱智逸豪华版,7,2022,21.5,原厂质保期剩余15个月,大连,https://www.che168.com/dealer/562007/50132589.html#pvareaid=100334
英菲尼迪QX60进口,2020款,2.5 S/C Hybrid 两驱卓越版,3,2021,21.5,原厂质保期剩余13个月,大连,https://www.che168.com/dealer/460888/51433709.html#pvareaid=100334
雷克萨斯RX,2016款,300 四驱典雅版 国V,9.9,2016,21.5,,大连,https://www.che168.com/dealer/485097/44162746.html#pvareaid=100334
奔驰GLC,2019款,GLC 260 4MATIC 动感型,4.05,2018,21.39,,大连,https://www.che168.com/dealer/559088/51335355.html#pvareaid=100334
Model,Y,2021款 标准续航后驱版,3.52,2022,21.35,原厂质保期剩余18个月,大连,https://www.che168.com/dealer/559088/50441098.html#pvareaid=100334
宝马X3,2019款,xDrive28i M运动套装,5.1,2019,21.3,,大连,https://www.che168.com/dealer/371510/51455377.html#pvareaid=100334
雷克萨斯ES,2021款,200 卓越版,6.4,2021,21.3,原厂质保期剩余12个月,大连,https://www.che168.com/dealer/554323/50197343.html#pvareaid=100334
雷克萨斯ES,2021款,200 卓越版,2.3,2022,21.3,原厂质保期剩余20个月,大连,https://www.che168.com/dealer/371510/51400471.html#pvareaid=100334
